"AnimalID","Timestamp","X","Y","Z","ODBA"
"154",2025-06-05 01:47:31.96,0.96094,0.07031,-0.02344,0.00918320000004759
"154",2025-06-05 01:47:33.96,0.96094,0.0625,-0.03125,0.010311400000002
"154",2025-06-05 01:47:35.96,0.96094,0.07813,-0.03125,0.0126595999999634
"154",2025-06-05 01:47:37.96,0.96094,0.07813,-0.03125,0.00812899999996363
"154",2025-06-05 01:47:39.96,0.95313,0.07031,-0.03125,0.00999939999999121
"154",2025-06-05 01:47:41.96,0.96094,0.07813,-0.02344,0.0181276000000086
"154",2025-06-05 01:47:43.96,0.96875,0.07813,-0.02344,0.0250254000000089
"154",2025-06-05 01:47:45.96,0.96875,0.07031,-0.02344,0.0148418000000473
"154",2025-06-05 01:47:47.96,0.95313,0.08594,-0.02344,0.0236929999999979
"154",2025-06-05 01:47:49.96,0.95313,0.0625,-0.03125,0.0148397999999912
"154",2025-06-05 01:47:51.96,0.96094,0.07031,-0.03125,0.00515840000000215
"154",2025-06-05 01:47:53.96,0.96094,0.08594,-0.03125,0.0199317999999638
"154",2025-06-05 01:47:55.96,0.96094,0.07031,-0.03125,0.00453400000000222
"154",2025-06-05 01:47:57.96,0.96094,0.0625,-0.04688,0.0256298000000023
"154",2025-06-05 01:47:59.96,0.95313,0.07813,-0.02344,0.0175951999999977
"154",2025-06-05 01:48:01.96,0.95313,0.05469,-0.02344,0.0299942000000366
"154",2025-06-05 01:48:03.96,0.95313,0.07031,-0.02344,0.0131246000000365
"154",2025-06-05 01:48:05.96,0.95313,0.07031,-0.03906,0.018960199999991
"154",2025-06-05 01:48:07.96,0.96875,0.07031,-0.03125,0.0104674000000021
"154",2025-06-05 01:48:09.96,0.96094,0.07813,-0.02344,0.0125026000000088
"154",2025-06-05 01:48:11.96,0.96875,0.0625,-0.03125,0.0194650000000021
"154",2025-06-05 01:48:13.96,0.96875,0.07031,-0.02344,0.0142176000000474
"154",2025-06-05 01:48:15.96,0.96094,0.07813,-0.03125,0.0124233999999638
"154",2025-06-05 01:48:17.96,0.96094,0.0625,-0.03906,0.0204664000000022
"154",2025-06-05 01:48:19.96,0.96094,0.0625,-0.04688,0.0303172000000021
"154",2025-06-05 01:48:21.96,0.96094,0.08594,-0.03906,0.0269917999999637
"154",2025-06-05 01:48:23.96,0.95313,0.07031,-0.03125,0.00921759999999121
"154",2025-06-05 01:48:25.96,0.96875,0.07031,-0.03125,0.0134360000000021
"154",2025-06-05 01:48:27.96,0.95313,0.0625,-0.03125,0.0145157999999911
"154",2025-06-05 01:48:29.96,0.96094,0.07031,-0.03125,0.00531340000000211
"154",2025-06-05 01:48:31.96,0.96094,0.0625,-0.04688,0.0262530000000021
"154",2025-06-05 01:48:33.96,0.95313,0.07031,-0.02344,0.0136437999999978
"154",2025-06-05 01:48:35.96,0.96094,0.07031,-0.03906,0.0115618000000021
"154",2025-06-05 01:48:37.96,0.95313,0.07031,-0.03125,0.00718719999999126
"154",2025-06-05 01:48:39.96,0.97656,0.07031,-0.03125,0.0209721999999634
"154",2025-06-05 01:48:41.96,0.95313,0.07031,-0.03125,0.00890039999995263
"154",2025-06-05 01:48:43.96,0.96094,0.07031,-0.03125,0.00879000000000225
"154",2025-06-05 01:48:45.96,0.96094,0.0625,-0.01563,0.0209340000000472
"154",2025-06-05 01:48:47.96,0.95313,0.07031,-0.03125,0.00640159999995269
"154",2025-06-05 01:48:49.96,0.96094,0.07031,-0.03906,0.0124620000000024
"154",2025-06-05 01:48:51.96,0.96094,0.0625,-0.02344,0.0135922000000474
"154",2025-06-05 01:48:53.96,0.95313,0.0625,-0.01563,0.0271816000000365
"154",2025-06-05 01:48:55.96,0.95313,0.07031,-0.03906,0.0149093999999912
"154",2025-06-05 01:48:57.96,0.96094,0.07031,-0.02344,0.00749540000000854
"154",2025-06-05 01:48:59.96,0.95313,0.07813,-0.04688,0.0286007999999527
"154",2025-06-05 01:49:01.96,0.96875,0.07031,-0.03125,0.0130308000000022
"154",2025-06-05 01:49:03.96,0.95313,0.08594,-0.03125,0.0224977999999527
"154",2025-06-05 01:49:05.96,0.95313,0.07813,-0.03125,0.0140645999999528
"154",2025-06-05 01:49:07.96,0.96094,0.0625,-0.02344,0.0176182000000475
"154",2025-06-05 01:49:09.96,0.96094,0.08594,-0.02344,0.0203130000000087
"154",2025-06-05 01:49:11.96,0.95313,0.0625,-0.03125,0.015471999999991
"154",2025-06-05 01:49:13.96,0.96094,0.07031,-0.01563,0.0143736000000476
"154",2025-06-05 01:49:15.96,0.96094,0.07813,-0.03906,0.0156261999999636
"154",2025-06-05 01:49:17.96,0.96094,0.07813,-0.02344,0.0163592000000088
